"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"148","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 14:07:15","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"149","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:07:02","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"150","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 14:07:01","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"151","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:59:25","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"152","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:56:50","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"153","Please see  ","2018-08-31 13:50:30","FALSE","0","0","0","Environment","Karnataka","India",FALSE
"154","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:47:59","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"155","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 13:37:41","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"156","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 13:14:05","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"157","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:11:18","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"158","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:11:03","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"159","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 13:02:12","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"160","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 12:38:53","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"161","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 12:36:24","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"162","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 12:30:20","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"163","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 12:27:38","TRUE","91","0","0","Environment","Karnataka","India",TRUE
"164","RT @gurichopra: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest te","2018-08-31 12:09:18","TRUE","85","0","0","Environment","Karnataka","India",TRUE
"165","RT @kavita_tewari: Bhagwan Vishnu seated atop Ananta Shesha, Badami, Karnataka. Constructed in 6th cent by Chalukyas, its 1 of the earliest","2018-08-31 12:08:40","TRUE","91","0","0","Environment","Karnataka","India",TRUE
