SUBDIVISION,YEAR,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,,,,,,
TAMIL NADU,1970,942.1,34,156.5,341.3,410.3,,,,,,
TAMIL NADU,1971,1047.6,30.4,154.2,370.9,492.2,,,,,,
TAMIL NADU,1972,1093.4,5.2,166.2,322.3,599.8,,,,,,
TAMIL NADU,1973,858.5,0.5,82.9,373.7,401.4,,,,,,
TAMIL NADU,1974,652.8,9.4,96.6,361.9,184.8,,,,,,
TAMIL NADU,1975,923.6,10.3,136.3,445,332,,,,,,
TAMIL NADU,1976,858.9,1.4,92.3,326.1,439.1,,,,,,
TAMIL NADU,1977,1246,26.2,160,353,706.9,,,,,,
TAMIL NADU,1978,998.8,12.6,102,300.2,584.1,,,,,,
TAMIL NADU,1979,1103.4,44.2,62.9,398.7,597.5,,,,,,
TAMIL NADU,1980,709.1,0.1,130.4,243,335.5,,,,,,
TAMIL NADU,1981,1045.9,10.1,132.6,466.3,436.8,,,,,,
TAMIL NADU,1982,678.6,0.3,92.5,240.1,345.7,,,,,,
TAMIL NADU,1983,1007.7,0.4,94.2,437.3,475.7,,,,,,
TAMIL NADU,1984,1023.8,165.9,168.7,382.4,306.8,,,,,,
TAMIL NADU,1985,1063.5,94.9,89.3,481.2,398.1,,,,,,
TAMIL NADU,1986,953,104.4,99.7,387.7,361,,,,,,
TAMIL NADU,1987,963.5,9.2,99.2,306.4,548.6,,,,,,
TAMIL NADU,1988,837.2,4,181.1,429.7,222.4,,,,,,
TAMIL NADU,1989,856.5,2.7,122.2,389.2,342.4,,,,,,
TAMIL NADU,1990,903.2,95,155.3,268.7,384.2,,,,,,
TAMIL NADU,1991,954.8,28.9,76.6,368.5,480.9,,,,,,
TAMIL NADU,1992,918.7,3.3,80.8,361.4,473.2,,,,,,
TAMIL NADU,1993,1082.3,7.1,67.7,314,693.5,,,,,,
TAMIL NADU,1994,905.9,34.6,120.5,264.2,486.6,,,,,,
TAMIL NADU,1995,843.4,27.1,195.2,366.4,254.7,,,,,,
TAMIL NADU,1996,1069.4,11.3,130.5,434.3,493.3,,,,,,
TAMIL NADU,1997,950.5,7.9,93.5,286.3,562.8,,,,,,
TAMIL NADU,1998,1079.7,12.5,83.6,419.6,564,,,,,,
TAMIL NADU,1999,922.6,32.3,135.3,249.6,505.3,,,,,,
TAMIL NADU,2000,972,104.7,105.6,403.9,357.8,,,,,,
TAMIL NADU,2001,483.4,32.7,151.8,149.5,149.3,,,,,,
TAMIL NADU,2002,318,25,45.7,94.2,153.1,,,,,,
TAMIL NADU,2003,348.5,4.4,54.8,136.6,152.6,,,,,,
TAMIL NADU,2004,1037.6,3.5,120.3,413.2,500.6,,,,,,
TAMIL NADU,2005,1365.3,15.2,233,334.8,782.3,,,,,,
TAMIL NADU,2006,927.9,15.5,150.2,280.6,481.6,,,,,,
TAMIL NADU,2007,1067.2,14.7,104.7,399.7,548,,,,,,
TAMIL NADU,2008,1203.4,40.8,250,321.5,591.2,,,,,,
TAMIL NADU,2009,928.5,7.9,157.2,280.4,482.9,,,,,,
TAMIL NADU,2010,1095.2,11.9,116.7,365.4,601.2,,,,,,
TAMIL NADU,2011,926.5,15.5,132.8,306.4,471.8,,,,,,
TAMIL NADU,2012,636.1,3.1,79.9,259.5,293.6,,,,,,
TAMIL NADU,2013,741.9,34.8,92.2,321.5,293.4,,,,,,
TAMIL NADU,2014,913,13.4,155.5,315.1,428.9,,,,,,
TAMIL NADU,2015,1204.6,10.6,242.8,285.9,665.3,,,,,,
COASTAL KARNATAKA,1901,3056.9,2.4,144.7,2666.6,243.3,,,,,,
COASTAL KARNATAKA,1902,3699.2,3.5,69.7,3262.6,363.5,,,,,,
COASTAL KARNATAKA,1903,3317.4,0.7,206.9,2840.1,269.6,,,,,,
COASTAL KARNATAKA,1904,3141.1,2.4,121.7,2889.1,127.9,,,,,,
COASTAL KARNATAKA,1905,2652.3,0.2,89.4,2304.3,258.4,,,,,,
COASTAL KARNATAKA,1906,2836,23,30.3,2575.2,207.5,,,,,,
COASTAL KARNATAKA,1907,3535.2,7,113,3261.9,153.2,,,,,,
COASTAL KARNATAKA,1908,3655.5,3.1,85,3508.1,59.3,,,,,,
COASTAL KARNATAKA,1909,3172.9,5,210.1,2838.1,119.8,,,,,,
COASTAL KARNATAKA,1910,3020.8,0,51.4,2724.7,244.8,,,,,,
COASTAL KARNATAKA,1911,2522.3,0,74.2,2228.2,219.9,,,,,,
COASTAL KARNATAKA,1912,3395.9,1.1,94.4,2999.1,301.4,,,,,,
COASTAL KARNATAKA,1913,2836.3,0.4,85.3,2406.3,344.3,,,,,,
COASTAL KARNATAKA,1914,3872.7,0,44.1,3563.4,265.2,,,,,,
COASTAL KARNATAKA,1915,2648.7,2.3,126,2250.9,269.4,,,,,,
COASTAL KARNATAKA,1916,3467.9,0,114.3,2889.7,463.9,,,,,,
COASTAL KARNATAKA,1917,3424.1,29.8,70,2939.9,384.4,,,,,,
COASTAL KARNATAKA,1918,2510.9,3.7,714.9,1544.7,247.7,,,,,,
COASTAL KARNATAKA,1919,2918.1,0,76.8,2471.8,369.6,,,,,,
COASTAL KARNATAKA,1920,2789.2,2.1,102,2519,166.1,,,,,,
COASTAL KARNATAKA,1921,3007.4,13,84.5,2740,170,,,,,,
COASTAL KARNATAKA,1922,3332.6,9.7,168.2,2975.6,179.1,,,,,,
COASTAL KARNATAKA,1923,3681.1,1,94.7,3528.5,56.9,,,,,,
COASTAL KARNATAKA,1924,3528.9,0,108,3290.5,130.4,,,,,,
COASTAL KARNATAKA,1925,3581.3,0,214.6,3108.7,258.1,,,,,,
COASTAL KARNATAKA,1926,2956.4,14.3,22.6,2771.7,147.7,,,,,,
COASTAL KARNATAKA,1927,3216.4,0,102.2,2852.3,261.9,,,,,,
COASTAL KARNATAKA,1928,3339.6,29.4,75,2897.4,337.7,,,,,,
COASTAL KARNATAKA,1929,3663.6,2.2,222.8,3095,343.5,,,,,,
COASTAL KARNATAKA,1930,2913,1.4,190.8,2439.7,281,,,,,,
COASTAL KARNATAKA,1931,3842.4,0,120.9,3374.8,346.7,,,,,,
COASTAL KARNATAKA,1932,3423.4,0,280.8,2661,481.6,,,,,,
COASTAL KARNATAKA,1933,4139.5,0.1,426.3,3342.4,370.7,,,,,,
COASTAL KARNATAKA,1934,3011.8,8,41.5,2785.3,176.9,,,,,,
COASTAL KARNATAKA,1935,2886,2,37.1,2580.2,266.8,,,,,,
COASTAL KARNATAKA,1936,3324.7,0.9,176.6,2815.1,332.1,,,,,,
COASTAL KARNATAKA,1937,3314.2,0,146.1,2912.3,255.8,,,,,,
COASTAL KARNATAKA,1938,3150.9,0,197,2779.4,174.5,,,,,,
COASTAL KARNATAKA,1939,2744.2,0,49.7,2388.2,306.2,,,,,,
COASTAL KARNATAKA,1940,3723.9,0.1,158,3217.3,348.5,,,,,,
COASTAL KARNATAKA,1941,2515.1,5.3,84.1,2246,179.7,,,,,,
COASTAL KARNATAKA,1942,3502.6,1.7,149.9,3172.8,178.1,,,,,,
COASTAL KARNATAKA,1943,3577.2,24.1,463.6,2712.2,377.2,,,,,,
COASTAL KARNATAKA,1944,2984.5,0.7,128,2494.5,361.3,,,,,,
COASTAL KARNATAKA,1945,3079.3,2.6,44.1,2908.7,123.8,,,,,,
COASTAL KARNATAKA,1946,4041.4,1.5,126.4,3546.3,367.2,,,,,,
COASTAL KARNATAKA,1947,3338,10.9,77.7,3167.3,82,,,,,,
COASTAL KARNATAKA,1948,3626.6,16.5,130.1,3226.2,253.7,,,,,,
COASTAL KARNATAKA,1949,3362.4,3.3,306.3,2872.1,180.8,,,,,,
COASTAL KARNATAKA,1950,3766.1,1,93.4,3481,190.8,,,,,,
COASTAL KARNATAKA,1951,3124.3,0,127,2733.6,263.6,,,,,,
COASTAL KARNATAKA,1952,2896.6,0.5,120.2,2414.8,361.1,,,,,,
COASTAL KARNATAKA,1953,3463.3,0.3,56.8,3089.9,316.3,,,,,,
COASTAL KARNATAKA,1954,3821.5,0.5,172.5,3502.2,146.2,,,,,,
COASTAL KARNATAKA,1955,3552.5,0.3,394.9,2762.4,394.9,,,,,,
COASTAL KARNATAKA,1956,3856.6,0.8,492.1,2944.5,419.1,,,,,,
COASTAL KARNATAKA,1957,3174.8,0,178.1,2658.7,338,,,,,,
COASTAL KARNATAKA,1958,3687.4,0.6,233.1,3287.9,165.9,,,,,,
COASTAL KARNATAKA,1959,4330.8,0,234.8,3947.1,148.9,,,,,,
COASTAL KARNATAKA,1960,3504.2,0,442.9,2804.7,256.6,,,,,,
COASTAL KARNATAKA,1961,5553.9,0,683.6,4536.9,333.4,,,,,,
COASTAL KARNATAKA,1962,4017.7,3.6,391.1,3207.7,415.3,,,,,,
COASTAL KARNATAKA,1963,3171.3,1.8,153,2764.7,251.8,,,,,,
COASTAL KARNATAKA,1964,3140.5,0,31.8,2837.8,271,,,,,,
COASTAL KARNATAKA,1965,2831.1,2.5,49.4,2574.2,205,,,,,,
COASTAL KARNATAKA,1966,2976.6,3.7,208.6,2278.2,486.2,,,,,,
COASTAL KARNATAKA,1967,3181.8,2,105.3,2937.8,136.8,,,,,,
COASTAL KARNATAKA,1968,3461,2,69.1,3138.3,251.5,,,,,,
COASTAL KARNATAKA,1969,3342.9,0,95.8,2989.6,257.5,,,,,,
COASTAL KARNATAKA,1970,4042,0,293.3,3562.2,186.5,,,,,,
COASTAL KARNATAKA,1971,3235.2,0.1,292.2,2878.4,64.6,,,,,,
COASTAL KARNATAKA,1972,2856.9,0.5,170.5,2439.8,246.1,,,,,,
COASTAL KARNATAKA,1973,3126,0,98.3,2842,185.7,,,,,,
COASTAL KARNATAKA,1974,3433.5,0,199.4,3044.1,190,,,,,,
COASTAL KARNATAKA,1975,4300,0.3,118,3919.1,262.6,,,,,,
COASTAL KARNATAKA,1976,2933.9,0,64.2,2670.6,199.1,,,,,,
COASTAL KARNATAKA,1977,3379,1.9,144.2,2853.6,379.3,,,,,,
COASTAL KARNATAKA,1978,3862.9,0.8,263.4,3387.2,211.5,,,,,,
COASTAL KARNATAKA,1979,2823.4,1,24,2556,242.4,,,,,,
COASTAL KARNATAKA,1980,3762,0,136.5,3455.2,170.3,,,,,,
COASTAL KARNATAKA,1981,3848.6,0.7,76.9,3591,179.9,,,,,,
COASTAL KARNATAKA,1982,4090.9,0.3,91.1,3798.2,201.2,,,,,,
COASTAL KARNATAKA,1983,3942.2,0,24.4,3701.5,216.4,,,,,,
COASTAL KARNATAKA,1984,3359,10.3,104.9,3004.6,239.2,,,,,,
COASTAL KARNATAKA,1985,3015.7,5.3,91.4,2621.3,297.8,,,,,,
COASTAL KARNATAKA,1986,2934.5,0.4,32,2685,217.1,,,,,,
COASTAL KARNATAKA,1987,2716.2,0,65.4,2329,321.8,,,,,,
COASTAL KARNATAKA,1988,3466.6,0.2,60.5,3269.5,136.4,,,,,,
COASTAL KARNATAKA,1989,3215.6,0,84.4,2960.9,170.3,,,,,,
COASTAL KARNATAKA,1990,4120.4,1.7,348.4,3460.2,310.1,,,,,,
COASTAL KARNATAKA,1991,3719.7,0.1,143.9,3417.5,158.1,,,,,,
COASTAL KARNATAKA,1992,3882.2,0,94.2,3412.6,375.4,,,,,,
COASTAL KARNATAKA,1993,3481.3,0.1,96.7,2944.8,439.8,,,,,,
COASTAL KARNATAKA,1994,4636.3,3.5,123.2,4144.4,365.2,,,,,,
COASTAL KARNATAKA,1995,3357.8,3.7,159.6,2945,249.5,,,,,,
COASTAL KARNATAKA,1996,3188.9,0.3,46.9,2816.8,324.9,,,,,,
COASTAL KARNATAKA,1997,3953.6,0.7,59.5,3575.8,317.5,,,,,,
COASTAL KARNATAKA,1998,3707.9,0,80,3265.1,362.9,,,,,,
COASTAL KARNATAKA,1999,3779.9,0.4,343,3084.9,351.5,,,,,,
COASTAL KARNATAKA,2000,3351.3,15.5,243,2903.3,189.6,,,,,,
COASTAL KARNATAKA,2001,3111.6,1,228.7,2663.1,218.9,,,,,,
COASTAL KARNATAKA,2002,2793.1,11.8,195.3,2205,381,,,,,,
COASTAL KARNATAKA,2003,3071.9,3.8,55.9,2817.9,194.4,,,,,,
COASTAL KARNATAKA,2004,3070,0.1,360.3,2552.8,156.8,,,,,,
COASTAL KARNATAKA,2005,3470.9,0.6,117.5,3147.2,205.6,,,,,,
COASTAL KARNATAKA,2006,3837.3,1,366.3,3160.6,309.4,,,,,,
COASTAL KARNATAKA,2007,3860.2,0,101.9,3567.2,191.1,,,,,,
COASTAL KARNATAKA,2008,3206.4,14.8,259,2808.1,124.4,,,,,,
COASTAL KARNATAKA,2009,3862,0.4,160.4,3246,455.2,,,,,,
COASTAL KARNATAKA,2010,3686.8,14.8,145.9,2988.9,537.2,,,,,,
COASTAL KARNATAKA,2011,3908.6,8.6,124.1,3505.4,270.5,,,,,,
COASTAL KARNATAKA,2012,NA,NA,104.9,2815.1,186.7,,,,,,
COASTAL KARNATAKA,2013,4229.4,21.9,147.9,3727.6,332,,,,,,
COASTAL KARNATAKA,2014,3684.4,0.3,224.3,3162.6,297.2,,,,,,
COASTAL KARNATAKA,2015,3106,2.4,254.8,2501.8,347.1,,,,,,
NORTH INTERIOR KARNATAKA,1901,773,22.3,139.8,516.4,94.5,,,,,,
NORTH INTERIOR KARNATAKA,1902,716.1,0,57.1,419.3,239.6,,,,,,
NORTH INTERIOR KARNATAKA,1903,928.5,3.5,60.3,647.9,216.8,,,,,,
NORTH INTERIOR KARNATAKA,1904,578.6,0.5,65.8,425.8,86.5,,,,,,
NORTH INTERIOR KARNATAKA,1905,506.2,6,69.8,341.1,89.4,,,,,,
NORTH INTERIOR KARNATAKA,1906,783.8,21.3,32.7,560.4,169.4,,,,,,
NORTH INTERIOR KARNATAKA,1907,746.7,1.1,114.6,596.7,34.3,,,,,,
NORTH INTERIOR KARNATAKA,1908,595.1,1.6,39.1,536.4,18,,,,,,
NORTH INTERIOR KARNATAKA,1909,675.8,2.5,77.1,532.5,63.6,,,,,,
NORTH INTERIOR KARNATAKA,1910,759.4,0,35.2,587.9,136.4,,,,,,
NORTH INTERIOR KARNATAKA,1911,510,0,51.4,378.1,80.6,,,,,,
NORTH INTERIOR KARNATAKA,1912,758.7,12.5,80.8,532.3,133.1,,,,,,
NORTH INTERIOR KARNATAKA,1913,572.3,0.9,93,389.2,89.2,,,,,,
NORTH INTERIOR KARNATAKA,1914,824.8,0,54.2,684.5,86.1,,,,,,
NORTH INTERIOR KARNATAKA,1915,753.3,28.9,98.3,488.8,137.4,,,,,,
NORTH INTERIOR KARNATAKA,1916,1087.9,1.2,83,604.6,399.1,,,,,,
NORTH INTERIOR KARNATAKA,1917,823.8,21.1,54.6,551.6,196.6,,,,,,
NORTH INTERIOR KARNATAKA,1918,528,6.1,142,292.3,87.6,,,,,,
NORTH INTERIOR KARNATAKA,1919,727.1,10.8,78.1,466.3,171.9,,,,,,
NORTH INTERIOR KARNATAKA,1920,470.3,2.6,57.4,353.9,56.4,,,,,,
NORTH INTERIOR KARNATAKA,1921,582.8,0.2,40.2,312.7,229.7,,,,,,
NORTH INTERIOR KARNATAKA,1922,509,26,70.8,255.1,157,,,,,,
NORTH INTERIOR KARNATAKA,1923,602.8,13.4,82.5,495.1,11.8,,,,,,
NORTH INTERIOR KARNATAKA,1924,591.2,5.1,70,461.7,54.4,,,,,,
NORTH INTERIOR KARNATAKA,1925,642.6,0,120.6,373.9,148.1,,,,,,
NORTH INTERIOR KARNATAKA,1926,581,25.8,43.8,488.6,22.9,,,,,,
NORTH INTERIOR KARNATAKA,1927,680.8,1.4,48.2,523.9,107.3,,,,,,
NORTH INTERIOR KARNATAKA,1928,768.5,28.9,51.9,567.8,119.9,,,,,,
NORTH INTERIOR KARNATAKA,1929,598,26.9,89.5,373.2,108.5,,,,,,
NORTH INTERIOR KARNATAKA,1930,632.7,0.3,68.9,405.6,157.9,,,,,,
NORTH INTERIOR KARNATAKA,1931,719.2,0.1,68.2,514.2,136.7,,,,,,
NORTH INTERIOR KARNATAKA,1932,808.8,1.9,71.9,489.5,245.4,,,,,,
NORTH INTERIOR KARNATAKA,1933,947.3,3,147.8,553.2,243.4,,,,,,
NORTH INTERIOR KARNATAKA,1934,591.2,1.2,39.7,449.5,100.7,,,,,,
NORTH INTERIOR KARNATAKA,1935,714.9,14.3,43.3,512.4,144.9,,,,,,
NORTH INTERIOR KARNATAKA,1936,564.7,18.4,69.6,360.1,116.6,,,,,,
NORTH INTERIOR KARNATAKA,1937,552.4,14,92.5,325.4,120.5,,,,,,
NORTH INTERIOR KARNATAKA,1938,815.1,4.9,104.6,652.4,53.2,,,,,,
NORTH INTERIOR KARNATAKA,1939,653.9,0,29.5,474.7,149.7,,,,,,
NORTH INTERIOR KARNATAKA,1940,736.8,2,95.6,491,148.2,,,,,,
NORTH INTERIOR KARNATAKA,1941,535.7,14.6,43.3,415.8,61.9,,,,,,
NORTH INTERIOR KARNATAKA,1942,585.7,3.2,66.3,451.4,64.7,,,,,,
NORTH INTERIOR KARNATAKA,1943,879.2,7.5,152.4,517.2,202,,,,,,
NORTH INTERIOR KARNATAKA,1944,722.1,3.2,87.4,435.7,195.8,,,,,,
NORTH INTERIOR KARNATAKA,1945,544,0.3,32.5,450.1,61.1,,,,,,
NORTH INTERIOR KARNATAKA,1946,808.9,7.6,104.8,515.7,180.7,,,,,,
NORTH INTERIOR KARNATAKA,1947,786.3,15.2,54,656.7,60.3,,,,,,
NORTH INTERIOR KARNATAKA,1948,778.3,0.9,86.1,486,205.3,,,,,,
NORTH INTERIOR KARNATAKA,1949,763.3,1.5,94.5,562.6,104.8,,,,,,
NORTH INTERIOR KARNATAKA,1950,706.5,6.8,64,518.8,116.9,,,,,,
NORTH INTERIOR KARNATAKA,1951,708.4,0,85.6,510.4,112.4,,,,,,
NORTH INTERIOR KARNATAKA,1952,628.5,8,130.4,334.8,155.3,,,,,,
NORTH INTERIOR KARNATAKA,1953,891.2,0,44.8,598,248.4,,,,,,
NORTH INTERIOR KARNATAKA,1954,683.3,0,81.5,527.4,74.3,,,,,,
NORTH INTERIOR KARNATAKA,1955,967.1,0.1,133.1,690,143.9,,,,,,
NORTH INTERIOR KARNATAKA,1956,1039,2.8,95.3,673.7,267.1,,,,,,
NORTH INTERIOR KARNATAKA,1957,837.8,0.9,101,538.6,197.3,,,,,,
NORTH INTERIOR KARNATAKA,1958,752,2.2,153.6,480.9,115.3,,,,,,
NORTH INTERIOR KARNATAKA,1959,698.5,0.1,70.6,557.7,70.1,,,,,,
NORTH INTERIOR KARNATAKA,1960,691.6,0,111.6,526.5,53.4,,,,,,
NORTH INTERIOR KARNATAKA,1961,748.6,0.6,140.6,456.9,150.6,,,,,,
NORTH INTERIOR KARNATAKA,1962,839.1,5,114.3,532.6,187.2,,,,,,
NORTH INTERIOR KARNATAKA,1963,783.1,11,147.2,445.4,179.6,,,,,,
NORTH INTERIOR KARNATAKA,1964,899.8,0.8,35.8,727.6,135.6,,,,,,
NORTH INTERIOR KARNATAKA,1965,632.9,1.3,31.7,566.4,33.5,,,,,,
NORTH INTERIOR KARNATAKA,1966,723.6,13.7,98.9,455.8,155.2,,,,,,
NORTH INTERIOR KARNATAKA,1967,645.7,1.2,78.8,475.6,90.1,,,,,,
NORTH INTERIOR KARNATAKA,1968,727.3,17.7,76.1,504.8,128.7,,,,,,
NORTH INTERIOR KARNATAKA,1969,729.1,0,59.5,521.2,148.4,,,,,,
NORTH INTERIOR KARNATAKA,1970,790.8,0.6,109.1,585.3,95.7,,,,,,
NORTH INTERIOR KARNATAKA,1971,612.1,0.9,93.5,385.9,131.8,,,,,,
NORTH INTERIOR KARNATAKA,1972,499.4,2.4,66.8,347.3,83,,,,,,
NORTH INTERIOR KARNATAKA,1973,750.8,0,40,492.1,218.7,,,,,,
NORTH INTERIOR KARNATAKA,1974,817.3,0,112.8,527,177.5,,,,,,
NORTH INTERIOR KARNATAKA,1975,1093.7,9.3,72.5,667.2,344.8,,,,,,
NORTH INTERIOR KARNATAKA,1976,561.3,0,51.7,436.1,73.6,,,,,,
NORTH INTERIOR KARNATAKA,1977,849.9,1.2,120.4,521.2,207.1,,,,,,
NORTH INTERIOR KARNATAKA,1978,904.9,13.7,112.9,633,145.2,,,,,,
NORTH INTERIOR KARNATAKA,1979,963.2,15,70.5,727.3,150.4,,,,,,
NORTH INTERIOR KARNATAKA,1980,691.7,0.1,73.2,572.5,45.9,,,,,,
NORTH INTERIOR KARNATAKA,1981,877.3,6.2,62,724.6,84.5,,,,,,
NORTH INTERIOR KARNATAKA,1982,681.4,0.1,74.4,479.3,127.6,,,,,,
NORTH INTERIOR KARNATAKA,1983,777.9,0,24.8,669.7,83.5,,,,,,
NORTH INTERIOR KARNATAKA,1984,618.1,4.3,28.5,470.7,114.6,,,,,,
NORTH INTERIOR KARNATAKA,1985,501.2,2.9,61.8,339.8,96.8,,,,,,
NORTH INTERIOR KARNATAKA,1986,620.4,18.4,62.8,444.1,95.2,,,,,,
NORTH INTERIOR KARNATAKA,1987,747.4,1.4,47.5,483.1,215.5,,,,,,
NORTH INTERIOR KARNATAKA,1988,795.4,2.9,74.3,681.4,36.9,,,,,,
NORTH INTERIOR KARNATAKA,1989,676.2,0,60.8,569,46.3,,,,,,
NORTH INTERIOR KARNATAKA,1990,719,4.8,135.1,460.1,119,,,,,,
NORTH INTERIOR KARNATAKA,1991,720,0.2,108.4,552.9,58.5,,,,,,
NORTH INTERIOR KARNATAKA,1992,668.3,0,60.9,414.1,193.3,,,,,,
NORTH INTERIOR KARNATAKA,1993,731.8,0.1,55.5,427.1,249.1,,,,,,
NORTH INTERIOR KARNATAKA,1994,643,4.5,52.3,381.7,204.5,,,,,,
NORTH INTERIOR KARNATAKA,1995,662.3,28.4,50.3,416.5,167.1,,,,,,
NORTH INTERIOR KARNATAKA,1996,811.8,0,46.1,601.4,164.3,,,,,,
NORTH INTERIOR KARNATAKA,1997,1095.6,4.3,54.9,852.7,183.7,,,,,,
NORTH INTERIOR KARNATAKA,1998,852.5,0,39.2,626.7,186.6,,,,,,
NORTH INTERIOR KARNATAKA,1999,660.8,3.4,93.5,410.7,153.2,,,,,,
NORTH INTERIOR KARNATAKA,2000,712.4,3,57.4,533.6,118.3,,,,,,
NORTH INTERIOR KARNATAKA,2001,598,2.1,35.5,418.9,141.4,,,,,,
NORTH INTERIOR KARNATAKA,2002,530.5,11.7,55.6,333.4,129.9,,,,,,
NORTH INTERIOR KARNATAKA,2003,473.5,1.8,43.6,329.7,98.4,,,,,,
NORTH INTERIOR KARNATAKA,2004,641.9,5.3,125.3,445.2,66.1,,,,,,
NORTH INTERIOR KARNATAKA,2005,807.5,6.6,92.6,601,107.4,,,,,,
NORTH INTERIOR KARNATAKA,2006,650.6,0,107.9,470,72.6,,,,,,
NORTH INTERIOR KARNATAKA,2007,836.9,18.5,73.7,681.5,63.2,,,,,,
NORTH INTERIOR KARNATAKA,2008,712.4,9.6,161.3,452.3,89.2,,,,,,
NORTH INTERIOR KARNATAKA,2009,913.5,0.3,90.4,597.9,224.9,,,,,,
NORTH INTERIOR KARNATAKA,2010,853.2,12.1,55.6,630.4,155.2,,,,,,
NORTH INTERIOR KARNATAKA,2011,655.2,7.7,95.2,473.1,79.2,,,,,,
NORTH INTERIOR KARNATAKA,2012,583.8,34.7,55.3,359.3,134.5,,,,,,
NORTH INTERIOR KARNATAKA,2013,723.2,7.3,75.7,534.9,105.2,,,,,,
NORTH INTERIOR KARNATAKA,2014,756.8,6.1,148.7,482.5,119.5,,,,,,
NORTH INTERIOR KARNATAKA,2015,551.9,2.4,123.6,357.2,68.6,,,,,,
SOUTH INTERIOR KARNATAKA,1901,1003,36.8,145.4,566,254.9,,,,,,
SOUTH INTERIOR KARNATAKA,1902,1020.1,2.4,147,522.3,348.5,,,,,,
SOUTH INTERIOR KARNATAKA,1903,1269.9,0.3,137.7,766.9,364.9,,,,,,
SOUTH INTERIOR KARNATAKA,1904,845.8,1.5,193.3,527.8,123.2,,,,,,
SOUTH INTERIOR KARNATAKA,1905,759.4,9.5,156.5,427.9,165.5,,,,,,
SOUTH INTERIOR KARNATAKA,1906,1004.5,15.6,53.1,693.5,242.4,,,,,,
SOUTH INTERIOR KARNATAKA,1907,998.5,4.5,142.9,734.9,116.3,,,,,,
SOUTH INTERIOR KARNATAKA,1908,790.2,10.7,146.2,561.9,71.3,,,,,,
SOUTH INTERIOR KARNATAKA,1909,1087.4,21,215.4,684,167.1,,,,,,
SOUTH INTERIOR KARNATAKA,1910,1157.3,1.1,124.4,735.1,296.7,,,,,,
SOUTH INTERIOR KARNATAKA,1911,906.3,0.9,157.2,547.8,200.5,,,,,,
SOUTH INTERIOR KARNATAKA,1912,1150.2,5.4,114.6,782.4,247.7,,,,,,
SOUTH INTERIOR KARNATAKA,1913,876.4,0.1,116.8,621.4,138.1,,,,,,
SOUTH INTERIOR KARNATAKA,1914,926.7,0.6,80.3,640.4,205.3,,,,,,
SOUTH INTERIOR KARNATAKA,1915,1031.9,12.4,142,667.8,209.6,,,,,,
SOUTH INTERIOR KARNATAKA,1916,1230.7,0.1,170.4,722.8,337.4,,,,,,
SOUTH INTERIOR KARNATAKA,1917,1094.3,37.5,86.1,715,255.7,,,,,,
SOUTH INTERIOR KARNATAKA,1918,733.3,11.7,165,318.1,238.5,,,,,,
SOUTH INTERIOR KARNATAKA,1919,1011.4,4.8,134.6,653,218.9,,,,,,
SOUTH INTERIOR KARNATAKA,1920,828.9,8.8,103.2,586.6,130.3,,,,,,
SOUTH INTERIOR KARNATAKA,1921,986.1,15.4,134.7,579.7,256.3,,,,,,
SOUTH INTERIOR KARNATAKA,1922,897.1,17.2,143.3,453.5,283.1,,,,,,
SOUTH INTERIOR KARNATAKA,1923,990.5,7.6,132.8,800.4,49.6,,,,,,
SOUTH INTERIOR KARNATAKA,1924,1127,1,140.5,868.3,117.2,,,,,,
SOUTH INTERIOR KARNATAKA,1925,982.2,0.1,187.9,612.4,181.9,,,,,,
SOUTH INTERIOR KARNATAKA,1926,897,23.4,108.7,666.4,98.5,,,,,,
SOUTH INTERIOR KARNATAKA,1927,863.7,2.5,98.9,668.7,93.5,,,,,,
SOUTH INTERIOR KARNATAKA,1928,950.5,44.9,133.5,500.8,271.3,,,,,,
SOUTH INTERIOR KARNATAKA,1929,1034.9,18.4,230.9,603.1,182.5,,,,,,
SOUTH INTERIOR KARNATAKA,1930,993.3,11.8,194.5,480.1,306.9,,,,,,
SOUTH INTERIOR KARNATAKA,1931,1012.6,0,130.4,695.7,186.5,,,,,,
SOUTH INTERIOR KARNATAKA,1932,1270.1,10.4,192,716.6,351,,,,,,
SOUTH INTERIOR KARNATAKA,1933,1329.2,2.9,230.3,793.4,302.5,,,,,,
SOUTH INTERIOR KARNATAKA,1934,786.3,6.3,94.6,473.3,212.1,,,,,,
SOUTH INTERIOR KARNATAKA,1935,954.5,7.4,106.3,635.2,205.6,,,,,,
SOUTH INTERIOR KARNATAKA,1936,958.4,6.3,152.5,629.2,170.5,,,,,,
SOUTH INTERIOR KARNATAKA,1937,911.2,9.9,187,532,182.2,,,,,,
SOUTH INTERIOR KARNATAKA,1938,871.4,3.9,103.9,714.6,49.1,,,,,,
SOUTH INTERIOR KARNATAKA,1939,1024.6,3.5,133.2,589.6,298.1,,,,,,
SOUTH INTERIOR KARNATAKA,1940,1180,0.2,199.1,650.4,330.4,,,,,,
SOUTH INTERIOR KARNATAKA,1941,937.6,3.4,119.9,626.2,188.1,,,,,,
SOUTH INTERIOR KARNATAKA,1942,932.9,2.1,136.4,634.8,159.5,,,,,,
SOUTH INTERIOR KARNATAKA,1943,1137.1,25.3,241.9,536,333.9,,,,,,
