,ttext,date,isretweet,retweetcount,favoritecount,score,product,state,country,duplicate,airline_sentiment
69,"Net Developer: Prodesign Technologies India pvt ltd - Hyderabad, Telangana - Andhra Pradesh - .Net Developerwith at  ",26/07/18 5:45,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
70,"senior Sales Executive: MERINO PANEL PRODUCTS LTD - Vijayawada, Andhra Pradesh - Handled project sales . Good conta  ",26/07/18 5:45,FALSE,0,0,1,Employment,Andhra Pradesh,India,FALSE,positive
71,"Telecalling Executive: Innasoft Technologies Pvt Ltd - Hyderabad, Telangana - Andhra Pradesh - Co-ordination with P  ",26/07/18 5:45,FALSE,0,0,0,Employment,Andhra Pradesh,India,TRUE,neutral
72,"Officer/Sr. Officer - Purchase | Manufacturing Industry | Anantapur: GenNext Human Resource Management - Anantapur,  ",26/07/18 5:45,FALSE,0,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
73,"Urgent Hiring for Aircraft Maintenance Engineer and Technician: Aviation Associates - Hyderabad, Telangana - Andhra  ",26/07/18 5:45,FALSE,0,1,-1,Employment,Andhra Pradesh,India,TRUE,negative
74,RT @AndhraPradeshCM: Through measures like the APITA mega job recruitment drives we are bringing employment opportunities to the youth of A,26/07/18 4:04,TRUE,144,0,1,Employment,Andhra Pradesh,India,TRUE,positive
75,"@1LifeYSoSerious Wow..good job Surabhi...u rattled these people, keep continuing to target these jobless people who  ",26/07/18 3:44,FALSE,0,0,-2,Employment,Andhra Pradesh,India,FALSE,negative
76,"RT @csrboxorg: Apply for the position of -Young Professional - Rythu Sadhikara Samstha (RySS), Govt. of Andhra Pradesh -to help in implemen",26/07/18 1:23,TRUE,1,0,0,Employment,Andhra Pradesh,India,FALSE,neutral
77,"Sales Coordinator-Priority hiring: Chrisjac Recruitment Services - Shah Alam, Selangor - Machilipatnam, Andhra Prad  ",25/07/18 22:42,FALSE,0,1,0,Employment,Andhra Pradesh,India,FALSE,neutral
78,"Sales Coordinator-Priority hiring: Chrisjac Recruitment Services - Shah Alam, Selangor - Machilipatnam, Andhra Prad  ",25/07/18 22:33,FALSE,0,1,0,Employment,Andhra Pradesh,India,TRUE,neutral
